SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
1241326	2880929	eng	mar	Sometimes I say "yes," even though I want to say "no."	कधीकधी मला "नाही" म्हणायचं असतं, तरीही मी "हो" म्हणतो.	कधीकधी मी "हो" म्हणू इच्छित असलो तरीही.
1868019	2094726	eng	mar	Tom needs me.	टॉमला माझी गरज आहे.	टॉमला माझी गरज आहे.
2301273	4826351	eng	mar	I can make that happen.	मी ते घडवू शकते.	मी ते घडवू शकतो.
419711	6985344	eng	mar	We only have tea.	आमच्याकडे फक्त चहा आहे.	आमच्याकडे फक्त चहा आहे.
288335	3142055	eng	mar	He ran 100 meters in 11 seconds flat.	तो बरोब्बर ११ सेकंदात १०० मीटर धावला.	त्याने ११ सेकंदात १०० मीटर धावा केल्या.
5000866	8204199	eng	mar	It's very different.	खूप वेगळा आहे.	हे खूप वेगळे आहे.
3260472	6696220	eng	mar	He is listening to the news on the radio.	ते रेडिओवर बातम्या ऐकताहेत.	तो रेडिओवरील बातमी ऐकत आहे.
530646	2393303	eng	mar	The station is in the center of the city.	स्थानक शहराच्या मधोमध आहे.	हे स्टेशन शहराच्या मध्यभागी आहे.
2545792	7223812	eng	mar	Tom is afraid of my dog.	टॉम माझ्या कुत्र्याला घाबरतो.	टॉम माझ्या कुत्र्याला घाबरत आहे.
5074667	5087509	eng	mar	Everyone was present.	सर्वजण उपस्थित होते.	प्रत्येकजण उपस्थित होता.
320027	2352241	eng	mar	Sentences begin with a capital letter.	वाक्यं मोठ्या अक्षरांनी सुरू होतात.	एक राजधानी पत्र सुरू.
2867410	4650905	eng	mar	He will wash dishes.	तो बश्या साफ करेल.	तो डिश धुवून घेईल.
1894562	3652524	eng	mar	It's so beautiful.	किती सुंदर आहे.	हे खूप सुंदर आहे.
3447026	6760414	eng	mar	Tom ordered a BLT sandwich.	टॉमने एक बी.एल.टी. सँडविच मागवलं.	टॉमने बीएलटी सँडविचचे आदेश दिले.
4502708	4757955	eng	mar	We have to try.	आपण प्रयत्न तर केलाच पाहिजे.	आम्हाला प्रयत्न करावे लागेल.
2203680	3038034	eng	mar	We'll fight.	आम्ही लढू.	आम्ही लढा देऊ.
2248333	3118603	eng	mar	I've asked everybody.	मी सगळ्यांनाच विचारलं आहे.	मी प्रत्येकाला विचारले आहे.
2955782	6152615	eng	mar	Tom and Mary don't talk to each other anymore.	टॉम आणि मेरी आता एकमेकांशी बोलत नाहीत.	टॉम आणि मेरी यापुढे एकमेकांशी बोलत नाहीत.
