SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
31268	711698	eng	mal	I'll think about it.	ഞാൻ അതിനെക്കുറിച്ച് ആലോചിക്കാം.	ഞാൻ അതിനെക്കുറിച്ച് ചിന്തിക്കും.
31567	7896027	eng	mal	Almost.	ഏറെക്കുറെ.	മിക്കവാറും.
31567	7896028	eng	mal	Almost.	ഏകദേശം.	മിക്കവാറും.
32697	780408	eng	mal	I'll call you some other time.	ഞാൻ നിന്നെ പിന്നെ എപ്പോഴെങ്കിലും വിളിക്കാം.	ഞാൻ നിങ്ങളെ മറ്റെന്തെങ്കിലും സമയം വിളിക്കാം.
33256	652319	eng	mal	Bob helped me.	ബോബ് എന്നെ സഹായിച്ചു.	ബോബ് എന്നെ സഹായിച്ചു.
34994	759849	eng	mal	I sprained my finger while playing volleyball.	വോളിബോൾ കളിക്കുന്നതിനിടെ എന്റെ വിരൽ ഉളുക്കി.	വോളിബോൾ കളിക്കുന്നതിനിടയിൽ ഞാൻ വിരൽ തുപ്പി.
35382	651935	eng	mal	It is cheaper to go by bus.	ബസ്സില്‍ പോകുന്നതാണ് ലാഭം.	ബസ്സിൽ പോകുക എന്നതാണ് വിലകുറഞ്ഞത്.
35410	763856	eng	mal	A basketball team consists of five players.	ഒരു ബാസ്കറ്റ് ബോൾ ടീമിൽ അഞ്ചു കളിക്കാരുണ്ട്.	അഞ്ച് കളിക്കാരാണ് ഒരു ബാസ് ക്കറ്റ്ബോൾ ടീമിൽ ഉൾപ്പെടുന്നത്.
35673	776092	eng	mal	Thank you for inviting me to the party.	എന്നെ വിരുന്നിലേക്ക് ക്ഷണിച്ചതിന് നന്ദി.	എന്നെ പാർട്ടിയിലേക്ക് ക്ഷണിച്ചതിന് നന്ദി.
36088	7896029	eng	mal	What?	എന്ത്?	എന്താണ്?
36419	7896030	eng	mal	Why?	എന്തിനു?	എന്തുകൊണ്ട്?
36419	7896033	eng	mal	Why?	എന്തിനുവേണ്ടി ?	എന്തുകൊണ്ട്?
36549	759816	eng	mal	It is bad manners to eat with a knife.	കത്തി ഉപയോഗിച്ച് കഴിക്കുന്നത് ഒരു മോശം ശീലമാണ്.	കത്തി ഉപയോഗിച്ച് കഴിക്കുന്നത് മോശം രീതിയാണ്.
37149	770380	eng	mal	Tom is growing a mustache.	ടോം മീശ വളർത്തുകയാണ്.	ടോം ഒരു മീശ വളർത്തുന്നു.
37221	665025	eng	mal	Tom was sitting in the front of the bus.	ടോം ബസ്സിന്റെ മുമ്പിൽ ഇരിക്കുകയായിരുന്നു.	ടോം ബസിന്റെ മുന്നിൽ ഇരിക്കുകയായിരുന്നു.
37332	652320	eng	mal	Tom lived in Japan for ten years.	ടോം ജപ്പാനില്‍ പത്തു വര്‍ഷം ജീവിച്ചു.	പത്ത് വര് ഷമായി ജപ്പാനിലാണ് ടോം താമസിച്ചിരുന്നത്.
37512	652204	eng	mal	Where does it hurt?	എവിടെയാണ് വേദനിക്കുന്നത്?	ഇത് എവിടെയാണ് വേദനിപ്പിക്കുന്നത്?
37812	817307	eng	mal	I didn't go out because it was very cold.	വളരെ തണുപ്പായതിനാൽ ഞാൻ പുറത്തു പോയില്ല.	വളരെ തണുപ്പുള്ളതിനാൽ ഞാൻ പുറത്തു പോയില്ല.
38247	666290	eng	mal	I remember meeting you somewhere.	ഞാൻ നിങ്ങളെ എവിടെയോ കണ്ടതായി ഓർക്കുന്നു.	നിങ്ങളെ എവിടെയെങ്കിലും കണ്ടുമുട്ടിയത് ഞാൻ ഓർക്കുന്നു.
38362	652238	eng	mal	Nothing would persuade him.	ഒന്നിനും അവനെ സ്വാധീനിക്കാന്‍ കഴിയുകയില്ല.	ഒന്നും അവനെ പ്രേരിപ്പിക്കില്ല.
38634	7901972	eng	mal	I wonder what has made him change his mind.	അവന്‍റെ മനസ്സ് മാറ്റിയത് എന്താണെന്നാണ് എനിക്ക് മനസിലാകാത്തത്.	എന്താണ് അവന്റെ മനസ്സ് മാറ്റാൻ പ്രേരിപ്പിച്ചതെന്ന് ഞാൻ അത്ഭുതപ്പെടുന്നു.
38992	660531	eng	mal	Shut the door.	ആ വാതിൽ അടയ്ക്കൂ.	വാതിൽ അടയ്ക്കുക.
39062	651939	eng	mal	The door was locked from within.	ആ വാതില്‍ അകത്തു നിന്ന് പൂട്ടിയിരിക്കുകയായിരുന്നു.	ഉള്ളിൽ നിന്ന് വാതിൽ പൂട്ടി.
39404	1776832	eng	mal	Aren't you fond of playing tennis?	നിനക്ക് ടെന്നീസ് കളിക്കാൻ ഇഷ്ടമാണോ?	ടെന്നീസ് കളിക്കാൻ നിങ്ങൾക്ക് താൽപ്പര്യമില്ലേ?
39626	666298	eng	mal	Under the table was a black cat.	മേശക്കടിയിൽ ഒരു കറുത്ത പൂച്ചയുണ്ടായിരുന്നു.	മേശയ്ക്കടിയിൽ ഒരു കറുത്ത പൂച്ച ഉണ്ടായിരുന്നു.
39858	781058	eng	mal	At last, they came to a decision.	അവസാനം, അവർ ഒരു തീരുമാനത്തിൽ എത്തി.	ഒടുവില് അവര് തീരുമാനത്തിലെത്തി.
39875	766449	eng	mal	At last, he came.	അവസാനം, അവൻ വന്നു.	അവസാനം, അവൻ വന്നു.
40355	759853	eng	mal	No one could find the cave.	ആർക്കും ഗുഹ കണ്ടെത്താനായില്ല.	ആർക്കും ഗുഹ കണ്ടെത്താൻ കഴിഞ്ഞില്ല.
40379	759901	eng	mal	No one ever saw such a thing.	ആരും അങ്ങനെയൊരു സാധനം കണ്ടിട്ടേയില്ല.	അത്തരമൊരു കാര്യം ആരും കണ്ടിട്ടില്ല.
40420	652212	eng	mal	Whoever comes, don't open the door.	ആര് വന്നാലും വാതില്‍ തുറക്കണ്ട.	ആരെങ്കിലും വന്നാൽ വാതിൽ തുറക്കരുത്.
40430	780410	eng	mal	Do you know who conquered Mt. Everest first?	എവറസ്റ്റ് കൊടുമുടി ആദ്യമായി കീഴടക്കിയതാരാണെന്ന് നിനക്കറിയാമോ?	ആരാണ് ആദ്യം മിറ്റ് എവറസ്റ്റ് കീഴടക്കിയതെന്ന് നിങ്ങൾക്കറിയാമോ?
40840	652381	eng	mal	The ostrich has wings, but it cannot fly.	ഒട്ടകപ്പക്ഷിക്ക് ചിറകുകളുണ്ട്, പക്ഷേ അതിന് പറക്കാന്‍ സാധിക്കില്ല.	ഓസ്ട്രിക്ക് ചിറകുകളുണ്ട്, പക്ഷേ അത് പറക്കാൻ കഴിയില്ല.
41295	665333	eng	mal	That's impossible.	അത് അസാധ്യമാണ്.	അത് അസാധ്യമാണ്.
41825	663082	eng	mal	Give it to me, please.	ദയവായി, അതെനിക്കു തരൂ.	ദയവായി എനിക്ക് തരൂ.
42187	759854	eng	mal	It happened between eight and ten.	എട്ടിനും പത്തിനുമിടയ്ക്കാണ് അതു സംഭവിച്ചത്.	എട്ടിനും പത്തിനും ഇടയിലാണ് ഇത് സംഭവിച്ചത്.
42345	770384	eng	mal	It's a dictionary.	അതൊരു നിഘണ്ടുവാണ്.	ഇതൊരു നിഘണ്ടു.
42736	781638	eng	mal	It was all our fault.	എല്ലാം നമ്മുടെ തെറ്റാണ്.	ഇതെല്ലാം ഞങ്ങളുടെ തെറ്റായിരുന്നു.
42814	808261	eng	mal	That is not your knife.	അത് നിന്റെ കത്തിയല്ല.	അത് നിങ്ങളുടെ കത്തി അല്ല.
42923	653485	eng	mal	It is no use arguing about it.	അതിനെപ്പറ്റി തര്‍ക്കിച്ചിട്ട് ഒരു കാര്യവുമില്ല.	ഇതിനെക്കുറിച്ച് വാദിക്കുന്നത് പ്രയോജനകരമല്ല.
43281	780460	eng	mal	I have heard the story.	ഞാൻ ഈ കഥ കേട്ടിട്ടുണ്ട്.	ഞാൻ കഥ കേട്ടിട്ടുണ്ട്.
43566	651494	eng	mal	The medicine saved her life.	ആ മരുന്ന് അവളുടെ ജീവന്‍ രക്ഷിച്ചു.	മരുന്ന് അവളുടെ ജീവൻ രക്ഷിച്ചു.
43797	950158	eng	mal	The tree grows very quickly.	ഈ മരം വളരെ പെട്ടെന്ന് വളരും.	മരം വളരെ വേഗത്തിൽ വളരുന്നു.
44552	716619	eng	mal	The cat was scared by an unfamiliar noise.	അപരിചിതമായ ശബ്ദം കേട്ട പൂച്ച ഭയന്നു.	അപരിചിതമായ ഒരു ശബ്ദം പൂച്ചയെ ഭയപ്പെട്ടു.
44671	763862	eng	mal	Cross the road with care.	റോഡ് മുറിച്ചു കടക്കുമ്പോൾ സൂക്ഷിക്കുക.	ശ്രദ്ധയോടെ റോഡ് മുറിക്കുക.
44971	766342	eng	mal	The crane was standing on one leg.	ആ കൊക്ക് ഒറ്റക്കാലിൽ നിൽക്കുകയായിരുന്നു.	ക്രെയിൻ ഒരു കാലിൽ നിൽക്കുകയായിരുന്നു.
45040	672234	eng	mal	The town grew into a city.	ആ പട്ടണം ഒരു നഗരമായ് വളർന്നു.	പട്ടണം ഒരു നഗരത്തിലേക്ക് വളർന്നു.
45809	770875	eng	mal	His explanation was not satisfactory.	അവന്റെ വിശദീകരണം തൃപ്തികരമല്ലായിരുന്നു.	അദ്ദേഹത്തിന്റെ വിശദീകരണം തൃപ്തികരമല്ലായിരുന്നു.
46181	665270	eng	mal	The information is useful to a great many people.	ഈ വിവരം വളരെയധികം ആളുകൾക്ക് ഉപകാരപ്രദമാണ്.	വിവരങ്ങൾ വളരെയധികം ആളുകൾക്ക് ഉപയോഗപ്രദമാണ്.
46206	662425	eng	mal	In that case, call the police.	അങ്ങനെയാണെങ്കിൽ, പോലീസിനെ വിളിക്കൂ.	അങ്ങനെയാണെങ്കിൽ, പോലീസിനെ വിളിക്കുക.
47178	720961	eng	mal	Many people were killed in the accident.	ആ അപകടത്തിൻ നിരവധി പേർ കൊല്ലപ്പെട്ടു.	അപകടത്തിൽ നിരവധി ആളുകൾ കൊല്ലപ്പെട്ടു.
47704	714232	eng	mal	The forest fire occurred through carelessness.	അശ്രദ്ധ മൂലമാണ് കാട്ടുതീ ഉണ്ടായത്.	അശ്രദ്ധയിലൂടെയാണ് കാട്ടാന തീ പടർന്നത്.
48892	2188424	eng	mal	The bag was too heavy for me to carry by myself.	സഞ്ചി എനിക്ക് വഹിക്കാന്‍ കഴിയുന്നതിനെക്കാള്‍ ഭാരമേറിയതായിരുന്നു.	ബാഗ് എന്നെത്തന്നെ ചുമക്കാൻ വളരെ ഭാരമുള്ളതായിരുന്നു.
49200	656101	eng	mal	We will discuss that later.	നമുക്ക് അത് പിന്നെ ചര്‍ച്ച ചെയ്യാം.	ഞങ്ങൾ അത് പിന്നീട് ചർച്ച ചെയ്യും.
49206	2188415	eng	mal	The flower comes out in early spring.	പുഷ്പം വസന്തത്തിന്റെ തുടക്കത്തില്‍ ആണ് വിരിയുന്നത് .	വസന്തത്തിന്റെ തുടക്കത്തിൽ പുഷ്പം പുറത്തുവരുന്നു.
49566	652229	eng	mal	The movie gained her great popularity.	ആ സിനിമ അവള്‍ക്ക് വളരെയധികം പ്രശസ്തി നേടി കൊടുത്തു.	സിനിമ അവളുടെ വലിയ ജനപ്രീതി നേടി.
50118	653775	eng	mal	The news spread like wildfire.	ആ വാര്‍ത്ത കാട്ടുതീ പോലെ പടര്‍ന്നു.	വാർത്ത കാട്ടുതീ പോലെ പടർന്നു.
50210	781637	eng	mal	The door opened of itself.	ആ വാതിൽ തനിയെ തുറുന്നു.	വാതിൽ സ്വയം തുറന്നു.
50379	732400	eng	mal	We didn't have TV in those days.	ഞങ്ങൾക്ക് അക്കാലത്ത് ടിവിയുണ്ടായിരുന്നില്ല.	ആ ദിവസങ്ങളിൽ ഞങ്ങൾക്ക് ടിവി ഇല്ലായിരുന്നു.
51214	2186944	eng	mal	Such an accident is likely to happen again.	അതുപോലൊരു അപകടം വീണ്ടും ഉണ്ടാകാന്‍ സാധ്യത ഉണ്ട് .	ഇത്തരമൊരു അപകടം വീണ്ടും സംഭവിക്കാൻ സാധ്യതയുണ്ട്.
51726	820037	eng	mal	All men are equal before God.	ദൈവത്തിന് മുമ്പിൽ എല്ലാ മനുഷ്യരും തുല്യരാണ്.	എല്ലാ മനുഷ്യരും ദൈവത്തിന് മുമ്പുള്ളവരാണ്.
51738	2188446	eng	mal	It is not easy to be understood by everybody.	ഇത് എല്ലാവരാലും എളുപ്പത്തില്‍ മനസിലാക്കപ്പെടാന്‍ കഴിയുന്നതല്ല.	എല്ലാവരും മനസ്സിലാക്കുന്നത് എളുപ്പമല്ല.
52187	770370	eng	mal	I'm coming at once.	ഞാൻ ഇപ്പോൾ തന്നെ വരികയാണ്.	ഞാൻ ഒറ്റയടിക്ക് വരുന്നു.
52525	714254	eng	mal	John is very proud of his new house.	ജോൺ അവന്റെ പുതിയ വീടിനെക്കുറിച്ച് വളരെയധികം അഭിമാനിക്കുന്നു.	ജോൺ തന്റെ പുതിയ വീടിനെക്കുറിച്ച് വളരെ അഭിമാനിക്കുന്നു.
52991	781060	eng	mal	It is not easy to speak English well.	ഇംഗ്ലീഷ് നന്നായി സംസാരിക്കാൻ അത്ര എളുപ്പമല്ല.	ഇംഗ്ലീഷ് നന്നായി സംസാരിക്കുന്നത് എളുപ്പമല്ല.
53014	652225	eng	mal	Judy dances very well.	ജൂഡി നന്നായി നൃത്തം ചെയ്യും.	ജൂഡി വളരെ നന്നായി നൃത്തം ചെയ്യുന്നു.
53125	660529	eng	mal	Jack is interested in painting.	ജാക്കിന് ചിത്രരചനയിൽ താൽപ്പര്യമുണ്ട്.	ജാക്കിന് പെയിന്റിംഗിൽ താൽപ്പര്യമുണ്ട്.
53170	765300	eng	mal	Jack isn't here.	ജാക്ക് ഇവിടെയില്ല.	ജാക്ക് ഇവിടെ ഇല്ല.
53916	781632	eng	mal	San Francisco is only one-tenth as populous as New York.	സാൻ ഫ്രാൻസിസ്കോയ്ക്ക് ന്യൂ യോർക്കിന്റെ ജനസംഖ്യയുടെ പത്തിലൊന്ന് മാത്രമേയുള്ളൂ.	സാന് ഫ്രാന് സിസ്കോ ന്യൂയോര് ക്ക് പോലെ ജനസംഖ്യയില് ഒന്നാം സ്ഥാനത്ത് മാത്രമാണ്.
54920	652203	eng	mal	I will do anything but this.	ഞാന്‍ ഇതൊഴിച്ച് വേറെ എന്തു വേണമെങ്കിലും ചെയ്യാം.	ഇല്ലാതെ ഞാൻ എന്തും ചെയ്യും.
54973	794024	eng	mal	Who broke this?	ആരാണിത് പൊട്ടിച്ചത്?	ആരാണ് ഇത് തകർത്തത്?
55076	772215	eng	mal	I've read both these books.	ഞാൻ ഈ രണ്ട് പുസ്തകങ്ങളും വായിച്ചിട്ടുണ്ട്.	ഈ രണ്ട് പുസ്തകങ്ങളും ഞാൻ വായിച്ചിട്ടുണ്ട്.
55276	766343	eng	mal	These pens are his.	ഈ പേനകൾ അവന്റേതാണ്.	ഈ പേനകൾ അവനാണ്.
